VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,Time Duration
1,1/23/2015 19:12,1/23/2015 19:23,3,1.3,-73.9774704,40.76395798,1,N,-73.99537659,40.76486969,credit card,9,1,0.5,2.16,0,0.3,12.96,0:11
1,1/23/2015 19:12,1/23/2015 19:17,1,0.5,-73.98100281,40.73797607,1,N,-73.98475647,40.74310684,credit card,5.5,1,0.5,1,0,0.3,8.3,0:05
1,1/23/2015 19:12,1/23/2015 19:33,2,12.3,-73.7824707,40.64456177,1,N,-73.8197937,40.77663803,cash,34.5,1,0.5,0,0,0.3,36.3,0:21
1,1/23/2015 19:12,1/23/2015 19:47,2,10.6,-73.97624969,40.74842072,1,N,-74.01391602,40.6546402,cash,34.5,1,0.5,0,0,0.3,36.3,0:35
1,1/23/2015 19:12,1/23/2015 19:24,1,1.9,-73.96767426,40.79278946,1,N,-73.95561981,40.77371216,credit card,10,1,0.5,2.2,0,0.3,14,0:12
1,1/23/2015 19:12,1/23/2015 19:19,1,0.9,-73.993927,40.73561096,1,N,-73.98877716,40.7269249,cash,6.5,1,0.5,0,0,0.3,8.3,0:07
1,1/23/2015 19:12,1/23/2015 19:16,1,1.1,-73.96071625,40.79716492,1,N,-73.97458649,40.79014206,credit card,5.5,1,0.5,1,0,0.3,8.3,0:04
1,1/23/2015 19:12,1/23/2015 19:20,1,1.5,-73.98490906,40.76029587,1,N,-73.96205139,40.75946426,credit card,7.5,1,0.5,1.85,0,0.3,11.15,0:08
1,1/23/2015 19:12,1/23/2015 19:27,2,2.3,-73.98252869,40.75718307,1,N,-73.99985504,40.73067093,credit card,11.5,1,0.5,2.65,0,0.3,15.95,0:15
1,1/23/2015 19:12,1/23/2015 19:17,1,0.6,-73.98223877,40.73982239,1,N,-73.97646332,40.74806976,credit card,5,1,0.5,1,0,0.3,7.8,0:05
1,1/23/2015 19:12,1/23/2015 19:20,1,1,-73.97851563,40.74505615,1,N,-73.99059296,40.73697662,credit card,7,1,0.5,1,0,0.3,9.8,0:08
1,1/28/2015 9:03,1/28/2015 9:13,1,1.8,-74.01522064,40.7162056,1,N,-74.00759888,40.70517731,credit card,9,0,0.5,1,0,0.3,10.8,0:10
1,1/28/2015 9:03,1/28/2015 9:08,1,1,-74.01180267,40.70735168,1,N,-74.01327515,40.71513748,credit card,5.5,0,0.5,1,0,0.3,7.3,0:05
1,1/28/2015 9:03,1/28/2015 9:30,1,2.9,-73.96031189,40.77024841,1,N,-73.99697876,40.75629425,credit card,18,0,0.5,1,0,0.3,19.8,0:27
1,1/28/2015 9:03,1/28/2015 9:11,1,1.3,-73.9254303,40.75226593,1,N,-73.94719696,40.74507523,cash,7.5,0,0.5,0,0,0.3,8.3,0:08
1,1/28/2015 9:03,1/28/2015 9:15,1,1.5,-74.0089035,40.72603989,1,N,-73.98809814,40.73038483,credit card,9.5,0,0.5,1,0,0.3,11.3,0:12
1,1/28/2015 9:03,1/28/2015 9:12,1,1,-73.97740936,40.78443909,1,N,-73.96460724,40.77567291,credit card,7.5,0,0.5,1.5,0,0.3,9.8,0:09
1,1/28/2015 9:03,1/28/2015 9:10,1,0.7,-73.97597504,40.76123047,1,N,-73.97977448,40.75293732,credit card,6,0,0.5,1.7,0,0.3,8.5,0:07
1,1/28/2015 9:03,1/28/2015 9:36,1,2.7,-73.95774078,40.76532364,1,N,-73.9798584,40.7713356,credit card,19.5,0,0.5,3,0,0.3,23.3,0:33
1,1/28/2015 9:03,1/28/2015 9:15,1,1.7,-74.00550079,40.70793152,1,N,-73.9878006,40.72127533,credit card,9.5,0,0.5,1,0,0.3,11.3,0:12
1,1/28/2015 9:03,1/28/2015 9:11,1,0.9,-73.99848938,40.73991013,1,N,-73.98862457,40.74859238,credit card,6.5,0,0.5,1,0,0.3,8.3,0:08
1,1/28/2015 9:03,1/28/2015 9:18,1,1.5,-73.9601593,40.77336121,1,N,-73.97447205,40.75632858,cash,10.5,0,0.5,0,0,0.3,11.3,0:15
1,1/28/2015 9:03,1/28/2015 9:09,1,1.2,-73.96961975,40.76367569,1,N,-73.95556641,40.76753616,credit card,6,0,0.5,1.7,0,0.3,8.5,0:06
1,1/28/2015 9:03,1/28/2015 9:26,1,3,-73.96001434,40.79820633,1,N,-73.97129059,40.76392746,credit card,16,0,0.5,3.35,0,0.3,20.15,0:23
1,1/28/2015 9:03,1/28/2015 9:11,1,1.1,-73.97183228,40.79697037,1,N,-73.96244812,40.80986023,credit card,7,0,0.5,1.6,0,0.3,9.4,0:08
1,1/28/2015 9:03,1/28/2015 9:14,1,1.3,-73.98937988,40.74059677,1,N,-73.97562408,40.75388718,credit card,8.5,0,0.5,1.85,0,0.3,11.15,0:11
1,1/28/2015 9:03,1/28/2015 9:12,1,0.3,-73.98378754,40.74663544,1,N,-73.98068237,40.75086975,cash,6.5,0,0.5,0,0,0.3,7.3,0:09
1,1/28/2015 9:03,1/28/2015 9:14,1,1,-73.97332001,40.74741364,1,N,-73.97722626,40.73655319,credit card,8.5,0,0.5,2.75,0,0.3,12.05,0:11
1,1/28/2015 9:03,1/28/2015 9:08,1,0.9,-73.97776031,40.76652145,1,N,-73.98651123,40.75590134,credit card,5.5,0,0.5,1.55,0,0.3,7.85,0:05
1,1/28/2015 9:03,1/28/2015 9:29,1,1.8,-73.99697113,40.76270294,1,N,-73.97529602,40.74877548,cash,15.5,0,0.5,0,0,0.3,16.3,0:26
1,1/28/2015 9:03,1/28/2015 9:17,1,1.4,-73.96526337,40.80518723,1,N,-73.97026825,40.78927612,credit card,9.5,0,0.5,2.05,0,0.3,12.35,0:14
1,1/28/2015 9:03,1/28/2015 9:17,1,2,-73.99380493,40.74658203,1,N,-74.00382233,40.75255203,cash,11,0,0.5,0,0,0.3,11.8,0:14
1,1/28/2015 9:03,1/28/2015 9:16,1,1,-73.97655487,40.75352097,1,N,-73.97621918,40.76357269,cash,9,0,0.5,0,0,0.3,9.8,0:13
2,1/9/2015 8:28,1/9/2015 8:40,1,1.38,-73.96466827,40.79257202,1,N,-73.96670532,40.80577087,credit card,8.5,0,0.5,1,0,0.3,10.3,0:12
2,1/9/2015 8:28,1/9/2015 8:32,1,0.55,-73.98210144,40.7580452,1,N,-73.97434235,40.75715256,credit card,4.5,0,0.5,1,0,0.3,6.3,0:04
2,1/9/2015 8:28,1/9/2015 8:35,3,0.96,-73.97727203,40.75204849,1,N,-73.98570251,40.7506752,credit card,6,0,0.5,2.2,0,0.3,9,0:07
2,1/9/2015 8:28,1/9/2015 8:55,1,3.04,-73.98544312,40.76805878,1,N,-73.96453857,40.79992676,credit card,17,0,0.5,3.4,0,0.3,21.2,0:27
2,1/9/2015 8:28,1/9/2015 9:13,1,3.51,-73.92961884,40.7621727,1,N,-73.95567322,40.76422501,credit card,25.5,0,0.5,0,0,0.3,26.3,0:45
2,1/9/2015 8:28,1/9/2015 8:36,1,1.01,-74.00328827,40.72702789,1,N,-73.99202728,40.73046112,credit card,6.5,0,0.5,1.3,0,0.3,8.6,0:08
2,1/9/2015 8:28,1/9/2015 9:16,2,4.34,-73.9509964,40.72405624,1,N,-73.98394775,40.73189926,cash,27.5,0,0.5,0,0,0.3,28.3,0:48
2,1/9/2015 8:28,1/9/2015 8:39,1,1.53,-73.9654007,40.76419067,1,N,-73.98461914,40.76039124,credit card,8.5,0,0.5,1.7,0,0.3,11,0:11
2,1/9/2015 8:28,1/9/2015 8:59,1,3.73,-73.90406799,40.85200119,1,N,-73.92651367,40.80643082,cash,18,0,0.5,0,0,0.3,18.8,0:31
2,1/9/2015 8:28,1/9/2015 8:43,1,1.4,-73.96196747,40.76207352,1,N,-73.97915649,40.75523376,credit card,10,0,0.5,1.5,0,0.3,12.3,0:15
2,1/9/2015 8:28,1/9/2015 8:47,1,1.53,-73.98582458,40.74107742,1,N,-73.98471832,40.75759125,credit card,12,0,0.5,1.22,0,0.3,14.02,0:19
2,1/9/2015 8:28,1/9/2015 8:48,1,1.18,-73.96541595,40.77200699,1,N,-73.97602844,40.75985718,cash,12.5,0,0.5,0,0,0.3,13.3,0:20
2,1/9/2015 8:28,1/9/2015 8:36,2,0.92,-74.00088501,40.73091507,1,N,-74.00740051,40.72772598,credit card,6,0,0.5,0,0,0.3,6.8,0:08
2,1/9/2015 8:28,1/9/2015 8:48,1,2.03,-73.97821808,40.7521553,1,N,-73.95508575,40.76454163,cash,13,0,0.5,0,0,0.3,13.8,0:20
2,1/9/2015 8:28,1/9/2015 8:35,6,0.85,-74.00839996,40.7304039,1,N,-74.00989532,40.72144318,cash,6,0,0.5,0,0,0.3,6.8,0:07
2,1/9/2015 8:28,1/9/2015 8:32,1,0.51,-73.9467392,40.80081177,1,N,-73.95522308,40.80445099,cash,4.5,0,0.5,0,0,0.3,5.3,0:04
2,1/9/2015 8:28,1/9/2015 8:44,1,1.09,-73.96673584,40.76995087,1,N,-73.95665741,40.7837677,cash,10.5,0,0.5,0,0,0.3,11.3,0:16
2,1/9/2015 8:28,1/9/2015 8:39,1,1.25,-74.01092529,40.70847702,1,N,-74.00530243,40.71803284,credit card,8,0,0.5,1,0,0.3,9.8,0:11
2,1/9/2015 8:28,1/9/2015 8:47,3,2.27,-73.97356415,40.75320053,1,N,-73.99491882,40.72924805,credit card,12.5,0,0.5,3,0,0.3,16.3,0:19
2,1/9/2015 8:28,1/9/2015 8:44,1,2.47,-74.0022583,40.7295723,1,N,-73.97745514,40.75112152,credit card,11.5,0,0.5,2.3,0,0.3,14.6,0:16
2,1/9/2015 8:28,1/9/2015 8:54,2,2.35,-73.99398804,40.73283768,1,N,-73.97134399,40.75514603,credit card,15.5,0,0.5,3.1,0,0.3,19.4,0:26
2,1/17/2015 22:40,1/17/2015 22:54,2,3.18,-73.99480438,40.75035095,1,N,-74.00973511,40.72264481,credit card,12.5,0.5,0.5,2.76,0,0.3,16.56,0:14
2,1/17/2015 22:40,1/17/2015 22:48,1,1.05,-74.00570679,40.70705414,1,N,-73.99495697,40.7207222,credit card,7.5,0.5,0.5,1,0,0.3,9.8,0:08
2,1/17/2015 22:40,1/17/2015 22:49,2,1.93,-73.99764252,40.74171066,1,N,-73.99364471,40.76306534,credit card,8.5,0.5,0.5,1.8,0,0.3,11.6,0:09
2,1/17/2015 22:40,1/17/2015 22:48,1,1.9,-74.00543976,40.74103165,1,N,-73.99754333,40.7638588,credit card,8.5,0.5,0.5,0,0,0.3,9.8,0:08
2,1/17/2015 22:40,1/17/2015 22:52,1,2.06,-73.98709106,40.76111984,1,N,-73.99104309,40.74417114,cash,10,0.5,0.5,0,0,0.3,11.3,0:12
2,1/17/2015 22:40,1/17/2015 22:59,1,3.31,-73.99008942,40.72919083,1,N,-73.99268341,40.76357651,cash,14.5,0.5,0.5,0,0,0.3,15.8,0:19
2,1/17/2015 22:40,1/17/2015 22:57,2,3.68,-73.99103546,40.73408127,1,N,-73.95344543,40.76713943,credit card,15,0.5,0.5,3.1,0,0.3,19.4,0:17
2,1/17/2015 22:40,1/17/2015 22:57,2,1.97,-73.98651123,40.73316956,1,N,-74.00158691,40.75168991,cash,12,0.5,0.5,0,0,0.3,13.3,0:17
2,1/17/2015 22:40,1/17/2015 22:47,1,1.07,-73.98950958,40.75376511,1,N,-73.97258759,40.74622345,cash,7,0.5,0.5,0,0,0.3,8.3,0:07
2,1/17/2015 22:40,1/17/2015 22:46,1,1.06,-73.98098755,40.75920868,1,N,-73.98048401,40.77071381,cash,6,0.5,0.5,0,0,0.3,7.3,0:06
2,1/17/2015 22:40,1/17/2015 22:44,5,0.81,-74.0018692,40.73522186,1,N,-74.00357056,40.72531128,credit card,5,0.5,0.5,1,0,0.3,7.3,0:04
2,1/17/2015 22:40,1/17/2015 22:51,3,1.04,-73.99324036,40.75634003,1,N,-73.9858017,40.75899887,cash,8.5,0.5,0.5,0,0,0.3,9.8,0:11
2,1/17/2015 22:40,1/17/2015 22:45,1,0.84,-73.9983139,40.71370316,1,N,-73.98813629,40.71842575,credit card,5.5,0.5,0.5,1,0,0.3,7.8,0:05
2,1/17/2015 22:40,1/17/2015 23:03,1,5.44,-73.9937439,40.72104645,1,N,-73.97358704,40.78458023,credit card,20.5,0.5,0.5,2,0,0.3,23.8,0:23
2,1/17/2015 22:40,1/17/2015 22:45,6,1.03,-73.97660065,40.74797821,1,N,-73.98403168,40.73915863,credit card,6,0.5,0.5,1.3,0,0.3,8.6,0:05
2,1/17/2015 22:40,1/17/2015 22:46,5,0.8,-73.99330139,40.74149323,1,N,-74.00405121,40.7428627,cash,5.5,0.5,0.5,0,0,0.3,6.8,0:06
2,1/17/2015 22:40,1/17/2015 22:45,1,1.1,-73.99580383,40.73281097,1,N,-73.99106598,40.74528885,credit card,5.5,0.5,0.5,1.08,0,0.3,7.88,0:05
2,1/17/2015 22:40,1/17/2015 22:43,1,0.53,-73.98371887,40.7559433,1,N,-73.97884369,40.76205826,cash,4.5,0.5,0.5,0,0,0.3,5.8,0:03
2,1/17/2015 22:40,1/17/2015 22:43,1,0.11,-74.00235748,40.7398262,1,N,-74.00111389,40.74110794,cash,3.5,0.5,0.5,0,0,0.3,4.8,0:03
2,1/17/2015 22:40,1/17/2015 22:43,1,0.11,-74.00235748,40.7398262,1,N,-74.00111389,40.74110794,wallet,-3.5,-0.5,-0.5,0,0,0.3,-4.8,0:03
2,1/17/2015 22:40,1/17/2015 22:48,1,0.95,-73.99143982,40.73508835,1,N,-73.9790802,40.72803497,credit card,7,0.5,0.5,2.25,0,0.3,10.55,0:08
1,1/23/2015 19:26,1/23/2015 19:46,1,1.6,-74.00244141,40.73993301,1,N,-74.00033569,40.72381592,credit card,13.5,1,0.5,3.05,0,0.3,18.35,0:20
1,1/23/2015 19:26,1/23/2015 19:36,1,2,-73.97142792,40.7975502,1,N,-73.983078,40.77348709,cash,10,1,0.5,0,0,0.3,11.8,0:10
1,1/23/2015 19:26,1/23/2015 19:45,2,2.9,-73.97102356,40.75951767,1,N,-74.00580597,40.74198914,cash,14,1,0.5,0,0,0.3,15.8,0:19
1,1/23/2015 19:26,1/23/2015 19:28,1,0.6,-73.99015808,40.73256302,1,N,-73.99604797,40.73203659,credit card,4,1,0.5,1.15,0,0.3,6.95,0:02
1,1/23/2015 19:26,1/23/2015 19:33,1,1.2,-73.98781586,40.72849274,1,N,-73.98658752,40.71591949,cash,7,1,0.5,0,0,0.3,8.8,0:07
1,1/23/2015 19:26,1/23/2015 19:40,1,4.2,-74.0141449,40.71375656,1,N,-73.99580383,40.69153595,credit card,15.5,1,0.5,3.45,0,0.3,20.75,0:14
1,1/23/2015 19:26,1/23/2015 19:57,1,7.6,-73.9586792,40.81553268,1,N,-74.00553131,40.7267189,credit card,27,1,0.5,2,0,0.3,30.8,0:31
1,1/23/2015 19:26,1/23/2015 19:30,1,0.9,-73.98680115,40.74529648,1,N,-73.99622345,40.73636246,credit card,5,1,0.5,1.35,0,0.3,8.15,0:04
1,1/23/2015 19:26,1/23/2015 19:35,1,0.7,-73.99399567,40.75126266,1,N,-73.98803711,40.76014709,cash,7,1,0.5,0,0,0.3,8.8,0:09
1,1/23/2015 19:26,1/23/2015 19:37,3,1.1,-73.99040222,40.75030899,1,N,-73.98069,40.75968552,cash,8.5,1,0.5,0,0,0.3,10.3,0:11
1,1/23/2015 19:26,1/23/2015 20:00,1,6,-73.98358917,40.74973679,1,N,-73.97093964,40.69290161,credit card,25,1,0.5,5.35,0,0.3,32.15,0:34
1,1/23/2015 19:26,1/23/2015 19:47,1,3.1,-73.97284698,40.74362183,1,N,-73.98231506,40.77282333,cash,15,1,0.5,0,0,0.3,16.8,0:21
1,1/23/2015 19:26,1/23/2015 19:40,1,2.5,-73.99675751,40.73752213,1,N,-73.99171448,40.76504517,cash,11.5,1,0.5,0,0,0.3,13.3,0:14
1,1/23/2015 19:26,1/23/2015 19:42,1,2.4,-73.99469757,40.73190308,1,N,-73.98114014,40.76219559,credit card,12,1,0.5,4.1,0,0.3,17.9,0:16
1,1/23/2015 19:26,1/23/2015 19:37,2,1.5,-73.98721313,40.76089096,1,N,-73.97090912,40.75049973,cash,9,1,0.5,0,0,0.3,10.8,0:11
1,1/23/2015 19:26,1/23/2015 19:43,1,2,-73.98715973,40.7183876,1,N,-73.99635315,40.7381897,credit card,12.5,1,0.5,2.85,0,0.3,17.15,0:17
1,1/23/2015 19:26,1/23/2015 19:28,2,0.5,-73.96578217,40.75434494,1,N,-73.96082306,40.76125717,credit card,4,1,0.5,1,0,0.3,6.8,0:02
1,1/23/2015 19:26,1/23/2015 19:34,2,0.6,-73.97484589,40.75675583,1,N,-73.98110199,40.76526642,cash,6.5,1,0.5,0,0,0.3,8.3,0:08
1,1/23/2015 19:26,1/23/2015 19:31,2,0.9,-73.98326874,40.75988007,1,N,-73.98347473,40.75047684,cash,5.5,1,0.5,0,0,0.3,7.3,0:05
1,1/23/2015 19:26,1/23/2015 19:35,1,2.2,-73.97570038,40.74911118,1,N,-73.95316315,40.77198792,cash,9.5,1,0.5,0,0,0.3,11.3,0:09
1,1/23/2015 19:26,1/23/2015 19:53,1,4.4,-73.98106384,40.78183746,1,N,-74.00706482,40.7268219,credit card,19.5,1,0.5,4.25,0,0.3,25.55,0:27
1,1/23/2015 19:26,1/23/2015 19:29,1,0.9,-73.9794693,40.73550797,1,N,-73.97330475,40.74625015,credit card,4.5,1,0.5,1.55,0,0.3,7.85,0:03
2,1/9/2015 0:29,1/9/2015 0:37,2,1.29,-73.98300934,40.7315712,1,N,-74.00192261,40.73532867,credit card,7.5,0.5,0.5,1,0,0.3,9.8,0:08
2,1/9/2015 0:29,1/9/2015 0:43,3,2.51,-73.97655487,40.78845596,1,N,-73.98685455,40.75627518,cash,11.5,0.5,0.5,0,0,0.3,12.8,0:14
2,1/9/2015 0:29,1/9/2015 0:36,6,1.62,-73.98773193,40.73251343,1,N,-73.97534943,40.75210571,cash,7,0.5,0.5,0,0,0.3,8.3,0:07
2,1/9/2015 0:29,1/9/2015 0:54,1,10.45,-73.96193695,40.77073669,1,N,-73.84117889,40.71592712,credit card,31,0.5,0.5,5,5.33,0.3,42.63,0:25
2,1/9/2015 0:29,1/9/2015 0:38,1,2.81,-73.95201874,40.77377701,1,N,-73.97615051,40.7416687,credit card,10.5,0.5,0.5,2.2,0,0.3,14,0:09
2,1/9/2015 0:29,1/9/2015 0:35,1,1.18,-74.00213623,40.72973633,1,N,-74.00642395,40.73960876,cash,6,0.5,0.5,0,0,0.3,7.3,0:06
2,1/9/2015 0:29,1/9/2015 0:48,1,3.78,-73.98240662,40.76071167,1,N,-73.98040009,40.72203827,credit card,15,0.5,0.5,3.1,0,0.3,19.4,0:19
2,1/9/2015 0:29,1/9/2015 0:58,6,7.17,-73.97395325,40.76024246,1,N,-73.95713043,40.68858337,credit card,25.5,0.5,0.5,5.2,0,0.3,32,0:29
2,1/9/2015 0:29,1/9/2015 0:37,1,1.29,-73.97387695,40.75503922,1,N,-73.99118805,40.75033188,cash,7,0.5,0.5,0,0,0.3,8.3,0:08
2,1/9/2015 0:29,1/9/2015 0:37,1,0.91,-74.00228119,40.73967361,1,N,-74.00585175,40.7316246,cash,6.5,0.5,0.5,0,0,0.3,7.8,0:08
2,1/9/2015 0:30,1/9/2015 0:39,1,3.49,-74.00687408,40.71941757,1,N,-73.99004364,40.76150131,credit card,11.5,0.5,0.5,2.4,0,0.3,15.2,0:09
2,1/9/2015 0:30,1/9/2015 0:55,1,8.01,-74.01022339,40.7031517,1,N,-73.95941162,40.74366379,credit card,26.5,0.5,0.5,6.75,0,0.3,34.55,0:25
2,1/9/2015 0:30,1/9/2015 0:49,5,6.01,-73.97996521,40.74663544,1,N,-73.97589111,40.75653076,cash,19.5,0.5,0.5,0,0,0.3,20.8,0:19
2,1/9/2015 0:30,1/9/2015 0:42,5,3.78,-73.98893738,40.72188568,1,N,-73.96631622,40.6902504,cash,13,0.5,0.5,0,0,0.3,14.3,0:12
2,1/9/2015 0:30,1/9/2015 0:45,3,3.24,-73.99581909,40.74380112,1,N,-73.99022675,40.71261978,credit card,13.5,0.5,0.5,1,0,0.3,15.8,0:15
2,1/9/2015 0:30,1/9/2015 0:35,2,0.53,-73.98377991,40.72581863,1,N,-73.98867035,40.71960068,credit card,5,0.5,0.5,1.1,0,0.3,7.4,0:05
2,1/9/2015 0:30,1/9/2015 0:40,1,2.42,-74.00019836,40.73506165,1,N,-73.9822464,40.76264572,credit card,9.5,0.5,0.5,4,0,0.3,14.8,0:10
2,1/9/2015 0:30,1/9/2015 0:35,1,1.31,-74.0042572,40.74246597,1,N,-73.98893738,40.74850464,credit card,6.5,0.5,0.5,1,0,0.3,8.8,0:05
2,1/9/2015 0:30,1/9/2015 0:34,5,1.27,-73.98197937,40.77333069,1,N,-73.99285889,40.75831985,cash,6,0.5,0.5,0,0,0.3,7.3,0:04
2,1/9/2015 0:30,1/9/2015 0:49,5,5.38,-73.96221924,40.76051331,1,N,-73.90407562,40.77809143,cash,18.5,0.5,0.5,0,0,0.3,19.8,0:19
2,1/9/2015 0:30,1/9/2015 0:41,1,6.43,-73.98297119,40.77681351,1,N,-73.93901062,40.85116196,credit card,19.5,0.5,0.5,4,0,0.3,24.8,0:11
2,1/31/2015 11:05,1/31/2015 11:16,2,2.27,-73.98327637,40.77111816,1,N,-73.97074127,40.79769135,credit card,9.5,0,0.5,2.06,0,0.3,12.36,0:11
2,1/31/2015 11:05,1/31/2015 11:11,6,1.49,-73.98905182,40.7482872,1,N,-73.97472382,40.76439285,credit card,6.5,0,0.5,1,0,0.3,8.3,0:06
2,1/31/2015 11:05,1/31/2015 11:16,1,2.1,-74.00017548,40.72702408,1,N,-73.97789764,40.74599838,credit card,10,0,0.5,2.16,0,0.3,12.96,0:11
2,1/31/2015 11:05,1/31/2015 11:19,1,1.98,-73.97097778,40.76514053,1,N,-73.96971893,40.78467941,credit card,11,0,0.5,1,0,0.3,12.8,0:14
2,1/31/2015 11:05,1/31/2015 11:15,1,2.71,-73.99060822,40.7463913,1,N,-73.95664978,40.74248886,cash,10.5,0,0.5,0,0,0.3,11.3,0:10
2,1/31/2015 11:05,1/31/2015 11:30,1,6.89,-73.97941589,40.78155136,1,N,-73.98923492,40.72116089,cash,23,0,0.5,0,0,0.3,23.8,0:25
2,1/31/2015 11:05,1/31/2015 11:15,1,1.68,-74.00260162,40.73954773,1,N,-73.99703979,40.72383499,credit card,8.5,0,0.5,1,0,0.3,10.3,0:10
2,1/31/2015 11:05,1/31/2015 11:14,2,1.08,-73.98079681,40.76620102,1,N,-73.98432922,40.77387619,cash,7.5,0,0.5,0,0,0.3,8.3,0:09
2,1/31/2015 11:05,1/31/2015 11:15,1,1.38,-73.9716568,40.75060654,1,N,-73.99015045,40.75085068,cash,8,0,0.5,0,0,0.3,8.8,0:10
2,1/31/2015 11:05,1/31/2015 11:25,1,2.16,-73.98852539,40.73705673,1,N,-74.00061798,40.75764084,credit card,13.5,0,0.5,2.86,0,0.3,17.16,0:20
2,1/31/2015 11:05,1/31/2015 11:21,2,3.38,-73.97211456,40.79472733,1,N,-73.97754669,40.75893784,credit card,14,0,0.5,2,0,0.3,16.8,0:16
2,1/31/2015 11:05,1/31/2015 11:09,2,0.72,-73.9875412,40.73842239,1,N,-73.98106384,40.74718094,credit card,5,0,0.5,1,0,0.3,6.8,0:04
2,1/31/2015 11:05,1/31/2015 11:12,1,0.83,-73.97692871,40.74345398,1,N,-73.98882294,40.7445755,credit card,6,0,0.5,1.36,0,0.3,8.16,0:07
2,1/31/2015 11:05,1/31/2015 11:10,1,0.91,-74.00102997,40.74737549,1,N,-74.00013733,40.73806381,cash,5,0,0.5,0,0,0.3,5.8,0:05
1,1/4/2015 14:15,1/4/2015 14:28,1,3.2,-73.98478699,40.75317764,1,N,-74.00865173,40.71906662,credit card,12,0,0.5,1.7,0,0,14.5,0:13
2,1/4/2015 14:15,1/4/2015 14:21,1,1.29,-73.96984863,40.75730133,1,N,-73.98187256,40.74330902,credit card,7,0,0.5,1.4,0,0.3,9.2,0:06
2,1/4/2015 14:15,1/4/2015 14:31,6,8.05,-73.87297058,40.77402115,1,N,-73.95320892,40.77431107,credit card,23.5,0,0.5,7.21,5.33,0.3,36.84,0:16
2,1/4/2015 14:15,1/4/2015 14:21,1,0.71,-73.99780273,40.72898865,1,N,-73.99177551,40.72629166,credit card,6,0,0.5,0,0,0.3,6.8,0:06
1,1/4/2015 14:15,1/4/2015 14:17,1,0.5,-73.97234344,40.79410172,1,N,-73.97762299,40.7869873,cash,4,0,0.5,0,0,0,4.8,0:02
1,1/4/2015 14:15,1/4/2015 14:26,1,1.4,-73.98854828,40.73119736,1,N,-73.99066162,40.74430847,credit card,9,0,0.5,1,0,0,10.8,0:11
2,1/4/2015 14:15,1/4/2015 14:22,4,1,-73.97296143,40.75099945,1,N,-73.97797394,40.76159668,cash,6.5,0,0.5,0,0,0.3,7.3,0:07
2,1/4/2015 14:15,1/4/2015 14:48,1,17.36,-73.98365784,40.72584915,2,N,-73.78307343,40.64398956,credit card,52,0,0.5,0,0,0.3,52.8,0:33
2,1/4/2015 14:15,1/4/2015 14:18,6,1.4,-73.95575714,40.77642059,1,N,-73.94374847,40.79270554,cash,6,0,0.5,0,0,0.3,6.8,0:03
2,1/4/2015 14:15,1/4/2015 14:34,1,9.26,-73.95440674,40.76591873,1,N,-73.8646698,40.77024841,credit card,27.5,0,0.5,4,5.33,0.3,37.63,0:19
1,1/4/2015 14:15,1/4/2015 14:22,1,2.5,-73.95789337,40.76509857,1,N,-73.93350983,40.7951889,cash,9,0,0.5,0,0,0,9.8,0:07
1,1/4/2015 14:15,1/4/2015 14:28,1,2.7,-74.00185394,40.7507515,1,N,-73.98338318,40.72634125,credit card,11.5,0,0.5,2.46,0,0,14.76,0:13
2,1/4/2015 14:15,1/4/2015 14:32,2,2.68,-73.99861145,40.72616959,1,N,-73.99028015,40.75645065,credit card,12.5,0,0.5,2.5,0,0.3,15.8,0:17
2,1/4/2015 14:15,1/4/2015 14:54,1,19.97,-74.00428009,40.70739746,2,N,-73.78993988,40.64689255,cash,52,0,0.5,0,0,0.3,52.8,0:39
2,1/4/2015 14:15,1/4/2015 14:22,1,1.46,-73.98825073,40.74601364,1,N,-74.00626373,40.73580933,credit card,7,0,0.5,1.4,0,0.3,9.2,0:07
2,1/4/2015 14:15,1/4/2015 14:52,5,11.25,-73.87067413,40.77380371,1,N,-73.98961639,40.74144363,credit card,37.5,0,0.5,7.5,0,0.3,45.8,0:37
2,1/4/2015 14:15,1/4/2015 14:33,1,3.09,-73.98493958,40.75984573,1,N,-74.00676727,40.73055649,credit card,15,0,0.5,3,0,0.3,18.8,0:18
1,1/4/2015 14:15,1/4/2015 14:43,2,14.2,-73.77677155,40.64517593,1,N,-73.91688538,40.76301956,cash,39.5,0,0.5,0,0,0,40.3,0:28
1,1/4/2015 14:15,1/4/2015 14:23,1,1.6,-73.96135712,40.76032257,1,N,-73.94449615,40.77587128,credit card,8,0,0.5,1.76,0,0,10.56,0:08
2,1/4/2015 14:15,1/4/2015 14:26,1,1.85,-73.96246338,40.77885056,1,N,-73.97309875,40.75593948,cash,9.5,0,0.5,0,0,0.3,10.3,0:11
2,1/4/2015 14:15,1/4/2015 14:20,1,1.06,-73.96028137,40.77048111,1,N,-73.95529938,40.78267288,cash,6,0,0.5,0,0,0.3,6.8,0:05
1,1/4/2015 14:15,1/4/2015 14:25,2,1.4,-73.99140167,40.75544357,1,Y,-73.99510956,40.76974487,credit card,8.5,0,0.5,0,0,0,9.3,0:10
